tm33113,tt1059786,6.6,185430.0,14.168,6.4
tm78189,NULL,NULL,NULL,12.99,5.6
tm43399,tt0169102,8.1,111053.0,7.249,7.3
tm147211,tt1234548,6.2,131564.0,17.344,6.0
ts56549,tt0339968,6.7,2512.0,3.501,6.5
tm29555,tt0436331,5.8,30186.0,11.389,5.1
tm93225,tt1219342,6.9,82623.0,21.915,6.8
ts20398,tt0272397,8.3,4168.0,5.863,7.5
tm86189,tt0452625,5.6,89755.0,23.64,5.9
ts21421,tt0487849,3.9,93.0,21.257,7.1
tm104880,tt1421373,8.4,11973.0,7.387,7.9
tm101334,tt1321509,5.6,49599.0,11.687,5.8
tm135451,tt1295085,7.6,10210.0,36.942,7.8
ts20526,tt10020984,6.6,4417.0,7.989,8.4
tm186461,NULL,NULL,NULL,8.676,7.7
ts30083,tt1639109,7.7,13848.0,19.033,8.0
tm141707,tt0346631,6.7,33051.0,26.858,7.4
tm103095,tt1386932,7.5,103673.0,3.156,7.4
ts23835,tt1884856,7.6,3114.0,41.69,6.9
tm83786,tt0986264,8.3,188234.0,12.931,8.0
ts23808,tt1422182,8.1,1740.0,3.829,7.9
ts27459,tt1059455,7.0,1422.0,13.767,5.8
ts20544,tt0816397,8.2,9763.0,15.959,8.4
tm27168,tt1117385,7.4,78039.0,12.24,7.2
ts40702,tt1682704,5.4,6.0,1.915,NULL
ts30288,tt1630623,7.8,1291.0,14.729,7.8
tm114476,tt0243585,5.5,53746.0,32.09,5.7
ts21967,tt15061770,5.1,8172.0,15.75,5.6
ts12701,tt0417311,7.3,5109.0,22.785,7.7
tm130574,tt1314228,4.9,40289.0,8.795,5.4
ts21695,tt1399791,7.8,1951.0,9.565,7.8
ts121176,tt6950338,6.5,330.0,6.803,8.5
ts1893,tt1436544,7.5,1222.0,18.311,6.6
ts20535,tt1470837,5.3,2499.0,19.716,5.3
tm160800,tt0402910,6.4,54633.0,27.157,6.3
ts38159,tt1807824,8.1,1469.0,48.59,8.9
tm22493,tt0865482,7.6,1780.0,2.581,6.3
tm164557,tt0439630,6.3,8536.0,15.248,6.7
tm112381,tt0328962,6.9,6948.0,5.927,6.7
tm71119,tt0800003,3.6,11138.0,8.685,5.0
tm134235,tt1485763,7.5,5382.0,25.322,7.5
tm86995,tt0388419,5.4,49090.0,13.399,6.1
ts17028,tt1524993,5.6,720.0,30.681,8.2
tm137530,tt4809870,5.6,32837.0,14.783,5.9
ts25765,tt1209393,7.3,5172.0,16.465,8.4
ts3666,tt1033796,7.9,863.0,11.511,8.1
ts42914,tt2046005,6.8,644.0,54.353,5.8
tm100688,tt1422032,7.4,13446.0,11.922,6.9
tm31290,NULL,NULL,NULL,6.915,5.8
tm36475,tt0248126,7.4,48818.0,8.47,7.9
tm80059,tt0988982,6.7,4016.0,224.494,7.2
tm53999,NULL,NULL,NULL,18.986,5.8
tm22636,tt0425601,7.1,12831.0,8.687,6.7
tm30289,tt0806102,8.0,3984.0,4.891,6.7
tm38896,tt1063056,5.6,7585.0,9.543,5.6
tm29269,tt0449994,7.5,32188.0,7.96,7.4
tm156001,tt1123894,3.9,1683.0,5.896,5.4
